id,name,email,source,country,status,created_at
2921,Jordan Cohen,lead2921@example.com,ads,IN,DISQUALIFIED,2023-04-17 22:32:00+0000
2922,Jordan Rossi,lead2922@example.com,organic,US,CUSTOMER,2023-04-21 10:52:00+0000
2923,Kai Patel,lead2923@example.com,organic,GB,CUSTOMER,2023-06-01 20:04:00+0000
2924,Sasha Mori,lead2924@example.com,referral,BR,CUSTOMER,2023-01-08 08:20:00+0000
2925,Rowan Patel,lead2925@example.com,referral,BR,DISQUALIFIED,2023-01-06 21:53:00+0000
2926,Quinn Smith,lead2926@example.com,event,US,CUSTOMER,2023-03-21 15:07:00+0000
2927,Kai Rossi,lead2927@example.com,event,SE,DISQUALIFIED,2023-02-05 19:56:00+0000
2928,Jordan Garcia,lead2928@example.com,organic,SE,DISQUALIFIED,2023-04-25 10:57:00+0000
2929,Riley Garcia,lead2929@example.com,event,BR,CUSTOMER,2023-06-23 09:36:00+0000
2930,Avery Cohen,lead2930@example.com,webform,US,SQL,2023-05-05 01:04:00+0000
2931,Harper Khan,lead2931@example.com,organic,US,CUSTOMER,2023-01-13 03:45:00+0000
2932,Noa Rossi,lead2932@example.com,organic,JP,NEW,2023-11-21 22:29:00+0000
2933,Avery Smith,lead2933@example.com,ads,DE,NEW,2023-05-04 14:34:00+0000
2934,Avery Nguyen,lead2934@example.com,ads,SE,CUSTOMER,2023-08-20 08:09:00+0000
2935,Jordan Rossi,lead2935@example.com,event,BR,CUSTOMER,2023-10-19 09:03:00+0000
2936,Rowan Silva,lead2936@example.com,organic,JP,CUSTOMER,2023-02-14 15:00:00+0000
2937,Quinn Khan,lead2937@example.com,referral,GB,SQL,2023-09-01 14:40:00+0000
2938,Quinn Smith,lead2938@example.com,ads,NG,SQL,2023-06-09 18:16:00+0000
2939,Kai Rossi,lead2939@example.com,referral,BR,MQL,2023-07-12 11:10:00+0000
2940,Sasha Okafor,lead2940@example.com,event,IN,DISQUALIFIED,2023-03-13 11:28:00+0000
2941,Casey Smith,lead2941@example.com,referral,GB,NEW,2023-05-09 05:20:00+0000
2942,Noa Smith,lead2942@example.com,event,DE,CUSTOMER,2023-03-27 08:54:00+0000
2943,Casey Okafor,lead2943@example.com,organic,GB,CUSTOMER,2023-07-03 19:02:00+0000
2944,Riley Cohen,lead2944@example.com,referral,US,DISQUALIFIED,2023-01-13 02:50:00+0000
2945,Casey Haddad,lead2945@example.com,event,BR,DISQUALIFIED,2023-07-29 19:05:00+0000
2946,Riley Mori,lead2946@example.com,ads,GB,MQL,2023-06-11 18:15:00+0000
2947,Noa Mori,lead2947@example.com,ads,JP,MQL,2023-09-04 11:35:00+0000
2948,Jordan Nguyen,lead2948@example.com,event,GB,MQL,2023-04-28 20:27:00+0000
2949,Casey Khan,lead2949@example.com,ads,NG,DISQUALIFIED,2023-06-18 22:30:00+0000
2950,Rowan Silva,lead2950@example.com,organic,US,SQL,2024-02-04 18:03:00+0000
2951,Casey Mori,lead2951@example.com,webform,BR,DISQUALIFIED,2023-01-02 10:10:00+0000
2952,Kai Haddad,lead2952@example.com,organic,GB,MQL,2023-11-13 20:45:00+0000
2953,Casey Rossi,lead2953@example.com,ads,JP,MQL,2023-11-05 14:11:00+0000
2954,Riley Garcia,lead2954@example.com,organic,GB,CUSTOMER,2023-07-13 00:19:00+0000
2955,Riley Haddad,lead2955@example.com,event,SE,DISQUALIFIED,2023-06-06 10:23:00+0000
2956,Casey Cohen,lead2956@example.com,referral,US,CUSTOMER,2023-08-20 21:49:00+0000
2957,Quinn Patel,lead2957@example.com,referral,BR,DISQUALIFIED,2023-12-22 16:00:00+0000
2958,Morgan Larsson,lead2958@example.com,ads,US,CUSTOMER,2023-04-26 19:45:00+0000
2959,Quinn Khan,lead2959@example.com,ads,BR,SQL,2023-03-01 06:23:00+0000
2960,Morgan Patel,lead2960@example.com,event,BR,NEW,2023-10-01 19:26:00+0000
2961,Riley Smith,lead2961@example.com,event,GB,MQL,2023-08-08 17:16:00+0000
2962,Jordan Mori,lead2962@example.com,organic,JP,MQL,2023-09-12 11:02:00+0000
2963,Rowan Mori,lead2963@example.com,organic,IN,NEW,2024-01-27 19:37:00+0000
2964,Riley Smith,lead2964@example.com,event,SE,DISQUALIFIED,2023-06-08 12:01:00+0000
2965,Quinn Rossi,lead2965@example.com,webform,GB,DISQUALIFIED,2023-11-02 15:05:00+0000
2966,Noa Nguyen,lead2966@example.com,webform,IN,NEW,2023-07-06 20:07:00+0000
2967,Avery Smith,lead2967@example.com,referral,BR,SQL,2024-01-10 12:15:00+0000
2968,Rowan Garcia,lead2968@example.com,organic,US,CUSTOMER,2023-12-06 23:58:00+0000
2969,Rowan Haddad,lead2969@example.com,webform,DE,NEW,2023-08-11 17:05:00+0000
2970,Jordan Nguyen,lead2970@example.com,event,US,CUSTOMER,2023-12-26 15:02:00+0000
2971,Sasha Cohen,lead2971@example.com,ads,DE,NEW,2023-02-05 23:08:00+0000
2972,Devin Silva,lead2972@example.com,organic,IN,NEW,2023-11-29 10:51:00+0000
2973,Jordan Garcia,lead2973@example.com,organic,DE,MQL,2023-04-03 08:47:00+0000
2974,Morgan Cohen,lead2974@example.com,organic,DE,CUSTOMER,2024-02-04 01:23:00+0000
2975,Jordan Smith,lead2975@example.com,webform,US,MQL,2023-03-20 04:17:00+0000
2976,Rowan Patel,lead2976@example.com,organic,BR,CUSTOMER,2023-05-20 23:32:00+0000
2977,Sasha Nguyen,lead2977@example.com,event,DE,SQL,2023-10-03 06:18:00+0000
2978,Kai Okafor,lead2978@example.com,organic,US,CUSTOMER,2023-06-27 14:15:00+0000
2979,Devin Cohen,lead2979@example.com,referral,US,SQL,2023-09-22 09:24:00+0000
2980,Casey Mori,lead2980@example.com,organic,SE,CUSTOMER,2023-12-21 10:05:00+0000
2981,Casey Cohen,lead2981@example.com,organic,JP,DISQUALIFIED,2023-02-10 04:15:00+0000
2982,Kai Larsson,lead2982@example.com,referral,NG,MQL,2023-02-22 03:45:00+0000
2983,Devin Cohen,lead2983@example.com,event,DE,MQL,2023-09-16 12:15:00+0000
2984,Kai Silva,lead2984@example.com,referral,BR,SQL,2023-07-04 00:00:00+0000
2985,Kai Haddad,lead2985@example.com,organic,IN,MQL,2023-03-21 22:27:00+0000
2986,Sasha Mori,lead2986@example.com,ads,BR,DISQUALIFIED,2023-04-14 09:02:00+0000
2987,Noa Haddad,lead2987@example.com,ads,IN,CUSTOMER,2023-11-02 01:25:00+0000
2988,Devin Khan,lead2988@example.com,organic,JP,MQL,2023-02-01 05:12:00+0000
2989,Riley Okafor,lead2989@example.com,ads,BR,NEW,2023-10-01 07:58:00+0000
2990,Quinn Okafor,lead2990@example.com,webform,US,DISQUALIFIED,2023-02-09 19:40:00+0000
2991,Avery Mori,lead2991@example.com,event,NG,SQL,2023-05-28 01:26:00+0000
2992,Jordan Patel,lead2992@example.com,organic,IN,DISQUALIFIED,2023-08-16 16:39:00+0000
2993,Devin Mori,lead2993@example.com,ads,IN,SQL,2023-03-30 11:02:00+0000
2994,Quinn Mori,lead2994@example.com,webform,DE,MQL,2024-01-01 13:41:00+0000
2995,Jordan Rossi,lead2995@example.com,event,SE,MQL,2023-03-16 07:16:00+0000
2996,Rowan Garcia,lead2996@example.com,ads,BR,CUSTOMER,2023-07-19 10:48:00+0000
2997,Quinn Smith,lead2997@example.com,referral,GB,DISQUALIFIED,2023-09-09 22:26:00+0000
2998,Rowan Smith,lead2998@example.com,event,DE,SQL,2023-09-23 03:55:00+0000
2999,Avery Okafor,lead2999@example.com,organic,JP,NEW,2023-11-27 03:07:00+0000
3000,Harper Mori,lead3000@example.com,event,IN,MQL,2023-09-18 14:42:00+0000
3001,Avery Nguyen,lead3001@example.com,referral,SE,NEW,2023-01-11 19:23:00+0000
3002,Riley Patel,lead3002@example.com,webform,DE,MQL,2023-02-14 03:10:00+0000
3003,Harper Rossi,lead3003@example.com,webform,DE,SQL,2023-02-16 13:48:00+0000
3004,Devin Cohen,lead3004@example.com,event,JP,NEW,2023-09-21 06:36:00+0000
3005,Avery Nguyen,lead3005@example.com,webform,DE,DISQUALIFIED,2023-05-15 21:17:00+0000
3006,Harper Garcia,lead3006@example.com,organic,DE,DISQUALIFIED,2023-06-23 08:29:00+0000
3007,Rowan Smith,lead3007@example.com,referral,IN,NEW,2023-07-01 21:00:00+0000
3008,Quinn Cohen,lead3008@example.com,organic,SE,CUSTOMER,2023-02-06 12:56:00+0000
3009,Devin Mori,lead3009@example.com,organic,DE,MQL,2023-10-04 09:00:00+0000
3010,Riley Rossi,lead3010@example.com,referral,NG,CUSTOMER,2023-11-26 21:49:00+0000
3011,Noa Nguyen,lead3011@example.com,organic,JP,SQL,2024-02-02 05:22:00+0000
3012,Quinn Silva,lead3012@example.com,webform,BR,DISQUALIFIED,2023-08-08 17:53:00+0000
3013,Rowan Garcia,lead3013@example.com,organic,NG,NEW,2023-11-12 06:41:00+0000
3014,Kai Haddad,lead3014@example.com,referral,DE,NEW,2023-10-24 14:02:00+0000
3015,Rowan Khan,lead3015@example.com,webform,IN,DISQUALIFIED,2023-05-01 11:06:00+0000
3016,Kai Mori,lead3016@example.com,referral,DE,NEW,2023-08-08 19:10:00+0000
3017,Sasha Cohen,lead3017@example.com,referral,SE,DISQUALIFIED,2023-01-29 22:18:00+0000
3018,Quinn Patel,lead3018@example.com,event,GB,DISQUALIFIED,2023-03-26 18:02:00+0000
3019,Avery Smith,lead3019@example.com,webform,SE,SQL,2023-07-07 14:42:00+0000
3020,Kai Nguyen,lead3020@example.com,referral,GB,MQL,2023-09-05 03:56:00+0000
3021,Riley Smith,lead3021@example.com,referral,US,SQL,2023-04-20 16:46:00+0000
3022,Kai Cohen,lead3022@example.com,webform,BR,NEW,2023-05-01 23:59:00+0000
3023,Noa Mori,lead3023@example.com,event,IN,MQL,2023-06-27 18:35:00+0000
3024,Noa Smith,lead3024@example.com,webform,IN,SQL,2023-11-03 01:48:00+0000
3025,Kai Silva,lead3025@example.com,event,GB,MQL,2023-07-31 17:20:00+0000
3026,Noa Garcia,lead3026@example.com,referral,JP,NEW,2023-04-22 07:29:00+0000
3027,Rowan Smith,lead3027@example.com,webform,JP,NEW,2023-04-01 01:06:00+0000
3028,Devin Khan,lead3028@example.com,organic,BR,SQL,2024-01-08 17:58:00+0000
3029,Quinn Okafor,lead3029@example.com,ads,SE,DISQUALIFIED,2023-02-07 13:08:00+0000
3030,Rowan Haddad,lead3030@example.com,ads,GB,SQL,2024-01-09 00:23:00+0000
3031,Harper Mori,lead3031@example.com,referral,BR,DISQUALIFIED,2023-03-10 03:46:00+0000
3032,Sasha Nguyen,lead3032@example.com,ads,IN,SQL,2023-04-29 15:34:00+0000
3033,Casey Rossi,lead3033@example.com,webform,SE,SQL,2023-06-06 03:47:00+0000
3034,Riley Cohen,lead3034@example.com,referral,US,DISQUALIFIED,2023-03-13 14:16:00+0000
3035,Morgan Nguyen,lead3035@example.com,webform,GB,MQL,2023-10-14 07:15:00+0000
3036,Harper Haddad,lead3036@example.com,webform,GB,NEW,2023-01-22 21:12:00+0000
3037,Quinn Silva,lead3037@example.com,referral,US,MQL,2023-06-07 06:53:00+0000
3038,Riley Patel,lead3038@example.com,referral,GB,CUSTOMER,2023-08-30 15:47:00+0000
3039,Rowan Garcia,lead3039@example.com,organic,IN,SQL,2023-09-26 00:11:00+0000
3040,Kai Haddad,lead3040@example.com,webform,NG,CUSTOMER,2023-12-13 08:58:00+0000
3041,Avery Haddad,lead3041@example.com,organic,NG,NEW,2023-08-01 15:16:00+0000
3042,Kai Okafor,lead3042@example.com,event,DE,SQL,2024-01-10 00:00:00+0000
3043,Sasha Mori,lead3043@example.com,referral,NG,SQL,2023-09-21 07:43:00+0000
3044,Riley Garcia,lead3044@example.com,event,DE,CUSTOMER,2023-10-23 00:19:00+0000
3045,Sasha Khan,lead3045@example.com,referral,JP,NEW,2023-04-18 03:10:00+0000
3046,Noa Haddad,lead3046@example.com,ads,JP,NEW,2023-05-15 02:08:00+0000
3047,Harper Patel,lead3047@example.com,webform,JP,MQL,2023-04-07 04:20:00+0000
3048,Casey Nguyen,lead3048@example.com,ads,DE,NEW,2023-07-06 07:45:00+0000
3049,Avery Larsson,lead3049@example.com,event,SE,NEW,2024-01-19 17:51:00+0000
3050,Morgan Khan,lead3050@example.com,organic,DE,SQL,2023-08-01 03:41:00+0000
3051,Avery Haddad,lead3051@example.com,organic,GB,NEW,2023-01-22 17:34:00+0000
3052,Kai Haddad,lead3052@example.com,organic,DE,NEW,2023-01-13 09:40:00+0000
3053,Quinn Okafor,lead3053@example.com,webform,BR,SQL,2023-10-07 14:26:00+0000
3054,Avery Larsson,lead3054@example.com,referral,US,CUSTOMER,2023-09-04 04:42:00+0000
3055,Harper Cohen,lead3055@example.com,referral,SE,DISQUALIFIED,2023-11-09 00:10:00+0000
3056,Jordan Garcia,lead3056@example.com,organic,SE,MQL,2023-01-01 17:45:00+0000
3057,Quinn Mori,lead3057@example.com,ads,DE,NEW,2023-01-29 10:00:00+0000
3058,Casey Khan,lead3058@example.com,referral,IN,DISQUALIFIED,2023-05-30 02:49:00+0000
3059,Quinn Garcia,lead3059@example.com,event,BR,SQL,2023-11-11 23:35:00+0000
3060,Casey Mori,lead3060@example.com,event,GB,CUSTOMER,2023-11-17 14:17:00+0000
3061,Jordan Rossi,lead3061@example.com,webform,BR,SQL,2023-10-11 03:54:00+0000
3062,Harper Khan,lead3062@example.com,referral,IN,CUSTOMER,2023-04-12 12:04:00+0000
3063,Noa Nguyen,lead3063@example.com,event,DE,SQL,2023-12-29 15:14:00+0000
3064,Avery Patel,lead3064@example.com,ads,JP,NEW,2023-07-13 07:00:00+0000
3065,Rowan Larsson,lead3065@example.com,webform,GB,SQL,2024-01-05 21:03:00+0000
3066,Avery Rossi,lead3066@example.com,event,NG,DISQUALIFIED,2024-01-01 15:38:00+0000
3067,Riley Khan,lead3067@example.com,ads,JP,NEW,2024-01-30 23:21:00+0000
3068,Quinn Larsson,lead3068@example.com,webform,BR,MQL,2024-01-15 07:58:00+0000
3069,Casey Rossi,lead3069@example.com,referral,JP,DISQUALIFIED,2024-02-04 16:48:00+0000
3070,Noa Haddad,lead3070@example.com,webform,BR,SQL,2023-09-11 16:23:00+0000
3071,Jordan Cohen,lead3071@example.com,event,NG,DISQUALIFIED,2023-10-05 01:25:00+0000
3072,Noa Larsson,lead3072@example.com,event,GB,SQL,2023-04-02 09:16:00+0000
3073,Avery Khan,lead3073@example.com,event,NG,MQL,2023-03-18 04:52:00+0000
3074,Morgan Okafor,lead3074@example.com,organic,US,NEW,2023-03-15 05:57:00+0000
3075,Avery Haddad,lead3075@example.com,referral,NG,SQL,2023-06-28 17:39:00+0000
3076,Morgan Nguyen,lead3076@example.com,referral,US,NEW,2024-01-04 17:06:00+0000
3077,Sasha Mori,lead3077@example.com,referral,BR,CUSTOMER,2023-10-28 21:32:00+0000
3078,Kai Larsson,lead3078@example.com,webform,US,NEW,2023-12-24 00:30:00+0000
3079,Rowan Smith,lead3079@example.com,referral,IN,CUSTOMER,2024-01-10 07:41:00+0000
3080,Quinn Cohen,lead3080@example.com,ads,US,DISQUALIFIED,2023-12-26 13:45:00+0000
3081,Jordan Cohen,lead3081@example.com,referral,SE,MQL,2023-04-06 16:01:00+0000
3082,Avery Khan,lead3082@example.com,ads,BR,MQL,2023-12-14 13:19:00+0000
3083,Rowan Okafor,lead3083@example.com,event,IN,SQL,2023-07-11 19:20:00+0000
3084,Noa Okafor,lead3084@example.com,organic,SE,DISQUALIFIED,2024-01-19 06:05:00+0000
3085,Devin Haddad,lead3085@example.com,ads,GB,SQL,2024-01-08 00:43:00+0000
3086,Sasha Mori,lead3086@example.com,organic,BR,SQL,2024-01-02 10:22:00+0000
3087,Harper Patel,lead3087@example.com,ads,DE,CUSTOMER,2023-10-24 03:14:00+0000
3088,Rowan Rossi,lead3088@example.com,event,NG,NEW,2024-02-04 08:55:00+0000
3089,Avery Khan,lead3089@example.com,ads,BR,MQL,2023-08-23 19:47:00+0000
3090,Rowan Haddad,lead3090@example.com,event,US,MQL,2023-04-11 15:17:00+0000
3091,Quinn Patel,lead3091@example.com,organic,BR,NEW,2024-01-11 19:54:00+0000
3092,Harper Larsson,lead3092@example.com,organic,IN,SQL,2023-08-15 11:44:00+0000
3093,Jordan Rossi,lead3093@example.com,event,BR,CUSTOMER,2023-05-05 12:59:00+0000
3094,Morgan Silva,lead3094@example.com,referral,JP,NEW,2023-12-26 18:07:00+0000
3095,Kai Silva,lead3095@example.com,organic,IN,CUSTOMER,2024-02-01 06:20:00+0000
3096,Noa Okafor,lead3096@example.com,webform,SE,SQL,2023-06-30 02:35:00+0000
3097,Morgan Mori,lead3097@example.com,referral,BR,MQL,2023-04-25 07:26:00+0000
3098,Jordan Okafor,lead3098@example.com,event,IN,CUSTOMER,2023-01-16 12:28:00+0000
3099,Rowan Nguyen,lead3099@example.com,ads,US,MQL,2023-12-15 14:53:00+0000
3100,Noa Nguyen,lead3100@example.com,organic,NG,DISQUALIFIED,2023-09-01 19:52:00+0000
3101,Sasha Rossi,lead3101@example.com,ads,US,SQL,2023-01-16 06:15:00+0000
3102,Jordan Silva,lead3102@example.com,webform,DE,NEW,2023-12-15 14:05:00+0000
3103,Rowan Rossi,lead3103@example.com,organic,GB,CUSTOMER,2023-01-02 13:57:00+0000
3104,Devin Nguyen,lead3104@example.com,webform,GB,DISQUALIFIED,2023-01-04 10:13:00+0000
3105,Devin Nguyen,lead3105@example.com,ads,JP,CUSTOMER,2023-04-26 04:50:00+0000
3106,Casey Nguyen,lead3106@example.com,webform,IN,SQL,2023-01-07 10:26:00+0000
3107,Avery Cohen,lead3107@example.com,ads,SE,MQL,2023-04-08 21:35:00+0000
3108,Rowan Patel,lead3108@example.com,ads,NG,DISQUALIFIED,2023-02-08 17:03:00+0000
3109,Harper Nguyen,lead3109@example.com,ads,US,SQL,2024-01-23 08:56:00+0000
3110,Noa Mori,lead3110@example.com,ads,US,MQL,2024-01-09 19:03:00+0000
3111,Morgan Silva,lead3111@example.com,referral,JP,SQL,2023-03-04 08:07:00+0000
3112,Casey Smith,lead3112@example.com,ads,SE,CUSTOMER,2023-07-04 11:46:00+0000
3113,Jordan Mori,lead3113@example.com,organic,JP,MQL,2023-01-13 16:52:00+0000
3114,Quinn Larsson,lead3114@example.com,referral,SE,NEW,2023-06-25 18:56:00+0000
3115,Avery Rossi,lead3115@example.com,organic,IN,DISQUALIFIED,2023-02-26 06:37:00+0000
3116,Jordan Patel,lead3116@example.com,organic,GB,SQL,2023-02-19 21:41:00+0000
3117,Morgan Larsson,lead3117@example.com,event,DE,DISQUALIFIED,2023-03-03 09:45:00+0000
3118,Jordan Larsson,lead3118@example.com,organic,GB,MQL,2024-01-04 17:21:00+0000
3119,Jordan Khan,lead3119@example.com,referral,BR,CUSTOMER,2023-09-12 08:04:00+0000
3120,Casey Patel,lead3120@example.com,ads,IN,SQL,2024-01-20 22:13:00+0000
3121,Morgan Khan,lead3121@example.com,webform,US,NEW,2023-05-30 08:36:00+0000
3122,Avery Smith,lead3122@example.com,referral,SE,SQL,2023-10-16 02:14:00+0000
3123,Jordan Khan,lead3123@example.com,event,BR,MQL,2023-09-22 14:17:00+0000
3124,Riley Garcia,lead3124@example.com,ads,BR,DISQUALIFIED,2023-10-24 01:01:00+0000
3125,Kai Nguyen,lead3125@example.com,organic,JP,NEW,2023-07-22 13:31:00+0000
3126,Harper Rossi,lead3126@example.com,event,IN,SQL,2023-11-07 20:57:00+0000
3127,Kai Haddad,lead3127@example.com,referral,DE,NEW,2023-11-15 00:30:00+0000
3128,Casey Rossi,lead3128@example.com,webform,JP,MQL,2024-01-17 23:56:00+0000
3129,Kai Haddad,lead3129@example.com,referral,US,DISQUALIFIED,2023-07-02 20:27:00+0000
3130,Jordan Haddad,lead3130@example.com,ads,US,SQL,2023-06-03 16:40:00+0000
3131,Avery Smith,lead3131@example.com,referral,IN,MQL,2023-09-20 15:37:00+0000
3132,Avery Nguyen,lead3132@example.com,event,US,MQL,2023-10-08 07:25:00+0000
3133,Sasha Nguyen,lead3133@example.com,organic,US,NEW,2023-11-04 08:53:00+0000
3134,Avery Garcia,lead3134@example.com,organic,NG,SQL,2023-12-12 11:58:00+0000
3135,Jordan Larsson,lead3135@example.com,referral,US,SQL,2023-05-20 14:02:00+0000
3136,Jordan Nguyen,lead3136@example.com,webform,BR,SQL,2023-10-24 06:15:00+0000
3137,Quinn Khan,lead3137@example.com,referral,JP,MQL,2023-11-30 18:18:00+0000
3138,Rowan Larsson,lead3138@example.com,organic,IN,SQL,2023-11-16 15:06:00+0000
3139,Devin Cohen,lead3139@example.com,event,US,NEW,2023-10-24 17:08:00+0000
3140,Morgan Smith,lead3140@example.com,webform,JP,NEW,2023-05-14 08:43:00+0000
3141,Morgan Khan,lead3141@example.com,organic,BR,DISQUALIFIED,2023-09-04 06:58:00+0000
3142,Morgan Khan,lead3142@example.com,organic,BR,NEW,2023-08-28 02:29:00+0000
3143,Sasha Haddad,lead3143@example.com,organic,US,CUSTOMER,2023-08-07 08:23:00+0000
3144,Rowan Nguyen,lead3144@example.com,organic,SE,NEW,2023-06-15 11:29:00+0000
3145,Avery Mori,lead3145@example.com,ads,IN,MQL,2023-05-14 03:55:00+0000
3146,Kai Garcia,lead3146@example.com,event,NG,MQL,2023-08-30 20:50:00+0000
3147,Rowan Cohen,lead3147@example.com,referral,GB,CUSTOMER,2023-03-31 08:39:00+0000
3148,Jordan Rossi,lead3148@example.com,webform,US,DISQUALIFIED,2023-06-02 08:39:00+0000
3149,Kai Rossi,lead3149@example.com,event,DE,DISQUALIFIED,2023-11-17 19:47:00+0000
3150,Casey Cohen,lead3150@example.com,referral,SE,CUSTOMER,2023-03-23 02:27:00+0000
3151,Jordan Okafor,lead3151@example.com,referral,BR,CUSTOMER,2023-12-20 05:54:00+0000
3152,Sasha Haddad,lead3152@example.com,organic,IN,MQL,2023-04-22 17:48:00+0000
3153,Casey Cohen,lead3153@example.com,webform,NG,DISQUALIFIED,2023-07-04 18:25:00+0000
3154,Devin Cohen,lead3154@example.com,organic,IN,DISQUALIFIED,2023-06-11 17:06:00+0000
3155,Avery Khan,lead3155@example.com,organic,BR,DISQUALIFIED,2023-01-23 17:54:00+0000
3156,Rowan Patel,lead3156@example.com,webform,BR,DISQUALIFIED,2023-11-23 01:49:00+0000
3157,Kai Okafor,lead3157@example.com,event,NG,NEW,2023-02-06 13:16:00+0000
3158,Sasha Smith,lead3158@example.com,ads,US,CUSTOMER,2023-04-28 07:26:00+0000
3159,Harper Larsson,lead3159@example.com,event,NG,SQL,2023-03-12 02:45:00+0000
3160,Rowan Smith,lead3160@example.com,referral,SE,MQL,2023-08-11 14:05:00+0000
3161,Devin Mori,lead3161@example.com,event,IN,DISQUALIFIED,2023-08-06 10:20:00+0000
3162,Quinn Khan,lead3162@example.com,referral,NG,SQL,2023-09-24 05:25:00+0000
3163,Kai Cohen,lead3163@example.com,referral,BR,DISQUALIFIED,2023-09-26 10:14:00+0000
3164,Casey Smith,lead3164@example.com,referral,GB,SQL,2023-08-26 19:15:00+0000
3165,Devin Silva,lead3165@example.com,webform,DE,DISQUALIFIED,2023-08-15 18:08:00+0000
3166,Devin Okafor,lead3166@example.com,referral,BR,DISQUALIFIED,2023-04-05 22:12:00+0000
3167,Harper Garcia,lead3167@example.com,webform,JP,NEW,2023-05-26 11:26:00+0000
3168,Riley Rossi,lead3168@example.com,referral,US,MQL,2023-07-17 16:02:00+0000
3169,Kai Haddad,lead3169@example.com,event,JP,CUSTOMER,2023-09-09 18:37:00+0000
3170,Quinn Mori,lead3170@example.com,ads,GB,MQL,2023-01-25 18:19:00+0000
3171,Harper Rossi,lead3171@example.com,organic,IN,SQL,2023-06-08 02:48:00+0000
3172,Morgan Rossi,lead3172@example.com,webform,SE,DISQUALIFIED,2023-06-11 20:36:00+0000
3173,Sasha Smith,lead3173@example.com,referral,NG,NEW,2023-05-18 03:37:00+0000
3174,Morgan Mori,lead3174@example.com,referral,US,CUSTOMER,2023-04-09 01:31:00+0000
3175,Quinn Okafor,lead3175@example.com,event,SE,CUSTOMER,2024-01-10 11:28:00+0000
3176,Kai Nguyen,lead3176@example.com,referral,JP,NEW,2023-07-08 16:54:00+0000
3177,Harper Larsson,lead3177@example.com,ads,IN,NEW,2023-03-14 01:20:00+0000
3178,Sasha Okafor,lead3178@example.com,ads,BR,MQL,2023-08-22 13:42:00+0000
3179,Avery Smith,lead3179@example.com,organic,GB,CUSTOMER,2023-10-19 07:55:00+0000
3180,Morgan Smith,lead3180@example.com,ads,US,SQL,2023-07-09 11:48:00+0000
3181,Rowan Haddad,lead3181@example.com,event,JP,CUSTOMER,2024-01-02 19:47:00+0000
3182,Riley Smith,lead3182@example.com,referral,NG,CUSTOMER,2023-01-06 15:34:00+0000
3183,Avery Smith,lead3183@example.com,referral,BR,CUSTOMER,2023-01-22 04:42:00+0000
3184,Devin Larsson,lead3184@example.com,webform,DE,SQL,2023-06-23 14:50:00+0000
3185,Devin Cohen,lead3185@example.com,webform,GB,CUSTOMER,2023-11-30 05:29:00+0000
3186,Noa Haddad,lead3186@example.com,referral,GB,SQL,2023-07-28 12:57:00+0000
3187,Avery Haddad,lead3187@example.com,organic,DE,NEW,2023-05-18 21:49:00+0000
3188,Morgan Cohen,lead3188@example.com,event,US,NEW,2023-01-26 10:15:00+0000
3189,Rowan Larsson,lead3189@example.com,event,GB,NEW,2023-11-14 09:58:00+0000
3190,Kai Larsson,lead3190@example.com,webform,GB,SQL,2024-01-22 04:42:00+0000
3191,Morgan Okafor,lead3191@example.com,organic,IN,SQL,2023-03-06 17:28:00+0000
3192,Sasha Larsson,lead3192@example.com,webform,GB,MQL,2023-08-25 07:45:00+0000
3193,Sasha Nguyen,lead3193@example.com,referral,US,CUSTOMER,2023-11-28 07:49:00+0000
3194,Jordan Mori,lead3194@example.com,referral,NG,CUSTOMER,2024-01-17 08:05:00+0000
3195,Riley Mori,lead3195@example.com,ads,SE,CUSTOMER,2023-01-23 08:17:00+0000
3196,Jordan Patel,lead3196@example.com,event,IN,NEW,2023-12-24 11:36:00+0000
3197,Noa Rossi,lead3197@example.com,organic,US,NEW,2023-07-26 08:18:00+0000
3198,Harper Larsson,lead3198@example.com,event,IN,MQL,2023-01-30 10:37:00+0000
3199,Kai Larsson,lead3199@example.com,webform,US,SQL,2023-04-15 12:56:00+0000
3200,Sasha Cohen,lead3200@example.com,referral,NG,NEW,2023-07-13 12:10:00+0000
3201,Avery Mori,lead3201@example.com,referral,NG,CUSTOMER,2023-03-12 12:34:00+0000
3202,Rowan Smith,lead3202@example.com,event,GB,CUSTOMER,2023-09-21 18:49:00+0000
3203,Jordan Haddad,lead3203@example.com,organic,IN,SQL,2023-04-20 04:23:00+0000
3204,Riley Nguyen,lead3204@example.com,ads,SE,DISQUALIFIED,2023-09-28 15:05:00+0000
3205,Casey Okafor,lead3205@example.com,ads,NG,CUSTOMER,2023-09-27 12:17:00+0000
3206,Rowan Garcia,lead3206@example.com,organic,SE,DISQUALIFIED,2023-11-10 00:20:00+0000
3207,Jordan Mori,lead3207@example.com,event,SE,NEW,2023-11-10 13:33:00+0000
3208,Sasha Haddad,lead3208@example.com,referral,US,MQL,2023-10-27 18:27:00+0000
3209,Riley Silva,lead3209@example.com,ads,JP,NEW,2023-01-18 23:12:00+0000
3210,Casey Garcia,lead3210@example.com,webform,DE,MQL,2024-01-11 07:22:00+0000
3211,Casey Smith,lead3211@example.com,event,DE,DISQUALIFIED,2023-11-06 11:09:00+0000
3212,Rowan Mori,lead3212@example.com,event,DE,SQL,2023-07-28 00:05:00+0000
